Passenger_Demographic_Segment,Age_Band,Home_Region,Traveller_Type,Income_Segment,Seasonal_Behaviour_Adjustment,Rolling_Flights_7_Days,Rolling_Flights_30_Days,Rolling_Flights_90_Days,Rolling_Flights_180_Days,Booking_Intent_Drop,Loyalty_Redemption_Trend,App_Web_Engagement_Slope,Email_Offer_Engagement_Decline,Support_Ticket_Momentum,Delay_Rate_Percent,Cancellation_Count,Baggage_Mishandling_Count,Support_Ticket_Count_6_12M,Avg_Resolution_Time_Hours,Days_Since_Last_Flight,Flights_Last_3_Months,Loyalty_Tier,Tier_Downgrade_Indicator,Days_Since_Last_Login,Refund_Count,Ancillary_Purchase_Count,Disruption_Stress_Score,Behavioural_Drift_Score,Engagement_Trend_Index,Churned
18-25_Europe_Business_Medium,18-25,Europe,Business,Medium,22.33,0,0,0,1,-7.51,4.54,-0.961,-19.02,81.05,1.87,1,0,3,22.74,193,0,Bronze,0,316,0,0,15.56,9.18,-2.289,1
46-55_North America_Business_High,46-55,North America,Business,High,-3.29,0,0,0,1,2.67,8.5,-0.433,-16.5,50.73,17.16,7,0,2,14.3,413,0,Bronze,0,65,0,0,100.0,94.76,-1.464,1
36-45_Europe_Business_Low,36-45,Europe,Business,Low,5.0,0,2,0,0,-10.96,-6.55,-1.461,-23.76,67.66,20.66,0,0,3,25.34,709,0,Bronze,0,184,1,1,6.2,24.91,-1.284,1
18-25_North America_Business_Medium,18-25,North America,Business,Medium,7.94,1,4,5,9,-34.57,-36.85,-0.154,-1.94,38.43,43.58,0,1,0,37.71,44,2,Silver,0,3,2,11,33.07,31.52,0.73,0
46-55_Asia-Pacific_Mixed_Low,46-55,Asia-Pacific,Mixed,Low,-4.64,0,0,1,3,9.29,40.0,0.488,-49.24,69.17,0.0,0,0,2,4.7,69,5,Bronze,0,30,1,7,0.0,18.76,-0.512,0
36-45_Latin America_Business_High,36-45,Latin America,Business,High,15.55,0,2,6,6,-2.0,-24.53,-0.723,10.0,55.67,0.0,2,0,3,66.7,10,9,Silver,0,22,0,5,30.0,51.38,0.532,0
26-35_Asia-Pacific_Leisure_Medium,26-35,Asia-Pacific,Leisure,Medium,-30.22,0,1,1,5,-39.08,-2.89,-0.985,-78.35,17.75,20.92,1,0,0,21.26,422,0,Gold,0,182,2,2,21.28,42.81,-0.77,1
46-55_Europe_Leisure_Low,46-55,Europe,Leisure,Low,-0.31,0,0,1,1,-18.06,3.56,-1.066,-31.26,20.69,20.79,1,0,2,66.68,497,0,Bronze,0,329,1,1,21.24,49.66,-1.572,1
26-35_Asia-Pacific_Leisure_Low,26-35,Asia-Pacific,Leisure,Low,11.6,0,0,0,1,5.58,-47.9,-0.646,-43.14,27.65,23.98,2,0,3,11.47,558,0,Bronze,1,90,1,1,37.19,60.63,-1.719,1
46-55_Asia-Pacific_Business_High,46-55,Asia-Pacific,Business,High,2.73,2,4,12,16,-45.67,-41.87,-0.513,4.24,27.58,41.67,2,0,2,7.98,89,5,Gold,0,26,5,6,42.5,35.19,-0.135,0
65+_Middle East_Business_Low,65+,Middle East,Business,Low,-31.81,0,1,1,2,-42.19,-36.97,-0.395,-44.43,42.13,13.15,8,0,2,7.24,303,0,Bronze,0,345,0,2,100.0,76.54,-1.775,1
56-65_Asia-Pacific_Business_Low,56-65,Asia-Pacific,Business,Low,-0.66,0,2,8,11,-40.25,-28.12,0.164,3.55,4.14,23.26,4,0,3,28.37,13,2,Gold,0,29,0,5,66.98,54.64,1.398,0
26-35_Asia-Pacific_Leisure_Low,26-35,Asia-Pacific,Leisure,Low,-5.61,0,2,2,3,-40.42,0.82,-0.651,-12.47,68.16,17.6,1,0,2,10.43,208,0,Silver,0,201,0,0,20.28,57.04,-2.685,1
26-35_North America_Leisure_Medium,26-35,North America,Leisure,Medium,-3.97,0,1,0,3,12.33,23.21,-1.115,-70.78,29.42,19.18,1,0,2,20.6,209,0,Bronze,1,153,0,1,20.75,45.01,-0.484,1
26-35_Europe_Mixed_Medium,26-35,Europe,Mixed,Medium,-9.72,0,1,1,2,-26.26,-21.51,-0.778,-29.84,62.23,14.92,3,0,4,34.77,17,11,Bronze,0,30,0,9,49.48,78.18,1.464,0
65+_Europe_Business_Medium,65+,Europe,Business,Medium,7.67,1,3,1,1,20.0,12.34,0.722,-37.71,12.0,38.7,0,0,0,64.31,88,7,Bronze,0,6,0,8,11.61,24.76,0.94,0
18-25_North America_Leisure_Medium,18-25,North America,Leisure,Medium,-7.13,0,1,5,7,-16.56,-47.1,0.418,1.16,75.45,19.9,0,1,2,8.84,12,7,Silver,0,15,0,1,25.97,13.25,-0.29,0
36-45_Europe_Leisure_High,36-45,Europe,Leisure,High,14.22,0,0,2,0,12.42,-1.87,-1.573,-41.87,50.96,8.79,0,2,0,26.64,183,0,Bronze,0,251,0,1,42.64,56.01,-1.475,1
26-35_Europe_Business_High,26-35,Europe,Business,High,-2.69,0,0,1,2,-18.47,-23.39,-1.153,-31.28,66.6,8.99,0,0,2,10.24,373,0,Silver,1,280,0,3,2.7,68.7,-2.021,1
26-35_Asia-Pacific_Business_Medium,26-35,Asia-Pacific,Business,Medium,-13.91,0,1,0,3,-25.87,-9.96,-0.79,-7.15,26.01,21.85,1,0,2,44.35,489,0,Bronze,1,80,0,1,21.56,59.45,-2.23,1
18-25_Latin America_Leisure_Low,18-25,Latin America,Leisure,Low,23.98,0,0,1,0,-8.84,-13.78,-0.394,-38.91,43.54,0.0,0,0,4,33.19,561,0,Bronze,1,153,0,0,0.0,93.8,-1.327,1
18-25_North America_Business_High,18-25,North America,Business,High,-16.85,0,0,2,2,-5.49,15.31,-0.563,-24.97,0.0,39.67,0,0,2,15.71,316,0,Platinum,1,78,0,2,11.9,20.23,-1.954,1
56-65_North America_Mixed_Medium,56-65,North America,Mixed,Medium,-10.02,0,0,0,1,-9.14,-24.76,-1.195,-10.58,78.61,40.25,1,1,4,21.7,297,0,Bronze,0,114,0,2,47.07,62.24,-0.61,1
46-55_Middle East_Business_High,46-55,Middle East,Business,High,-0.06,0,0,2,2,-19.37,-25.83,-0.967,-30.55,41.98,8.54,0,1,3,16.5,372,0,Platinum,1,87,0,2,22.56,59.49,-2.632,1
26-35_Latin America_Business_High,26-35,Latin America,Business,High,-27.25,2,5,13,17,12.19,1.12,-0.222,-44.14,3.12,0.91,1,2,0,13.42,56,5,Gold,0,28,0,4,55.27,44.51,-0.41,0
46-55_Europe_Leisure_Medium,46-55,Europe,Leisure,Medium,-1.99,0,2,1,0,-31.06,-3.27,-1.182,-56.69,69.2,24.03,2,0,3,5.89,207,1,Bronze,0,159,0,0,37.21,51.57,-0.253,1
18-25_North America_Business_Low,18-25,North America,Business,Low,-13.91,0,1,4,2,-57.41,-21.03,-0.896,-68.54,28.37,0.0,1,0,3,15.59,726,0,Gold,1,277,0,1,15.0,46.81,-1.172,1
18-25_Europe_Mixed_Low,18-25,Europe,Mixed,Low,28.95,0,0,1,2,2.31,-39.31,0.854,-16.22,63.96,72.38,0,0,4,21.69,19,4,Bronze,0,0,0,9,21.72,50.05,1.121,0
56-65_North America_Leisure_High,56-65,North America,Leisure,High,-8.62,0,0,2,2,-6.98,-19.01,-1.101,-37.87,23.59,48.33,1,0,1,24.98,0,8,Bronze,1,10,0,2,29.5,85.03,-0.011,0
36-45_Middle East_Leisure_Medium,36-45,Middle East,Leisure,Medium,-20.08,0,0,5,7,-23.98,3.21,-0.247,10.0,40.72,22.34,0,0,1,20.46,34,11,Silver,0,10,0,5,6.7,26.68,-0.617,0
65+_Asia-Pacific_Mixed_Medium,65+,Asia-Pacific,Mixed,Medium,0.22,0,0,2,7,-32.14,-13.19,0.371,-13.22,63.83,58.73,0,0,1,85.26,36,10,Silver,0,28,2,5,17.62,48.14,-0.467,0
65+_North America_Business_Medium,65+,North America,Business,Medium,-3.42,0,0,2,0,10.63,4.87,-0.209,-34.15,77.5,4.11,0,0,2,39.16,350,0,Gold,0,233,6,0,1.23,48.33,-1.753,1
65+_Middle East_Leisure_Medium,65+,Middle East,Leisure,Medium,7.17,0,0,0,1,-23.97,-3.65,-1.492,-30.21,0.0,53.39,0,0,0,44.39,289,0,Platinum,1,99,0,1,16.02,57.87,-0.829,1
18-25_Asia-Pacific_Mixed_Medium,18-25,Asia-Pacific,Mixed,Medium,-17.95,1,4,10,15,-7.9,-15.61,-0.265,10.0,21.36,10.25,1,0,2,13.63,35,10,Platinum,0,4,2,9,18.08,6.02,-0.212,0
26-35_Latin America_Leisure_Medium,26-35,Latin America,Leisure,Medium,18.02,0,1,3,3,20.0,9.33,-0.55,-63.16,55.49,26.47,2,0,2,36.31,54,6,Bronze,0,6,0,8,37.94,66.84,0.361,0
56-65_Latin America_Business_Medium,56-65,Latin America,Business,Medium,0.53,0,2,2,4,1.73,-36.08,-0.538,-20.93,61.29,55.23,4,0,1,32.99,84,5,Silver,0,19,2,11,76.57,93.18,0.506,0
36-45_North America_Business_Low,36-45,North America,Business,Low,-15.93,0,1,2,3,14.03,-9.32,-1.849,-64.02,48.85,39.95,0,0,3,25.07,195,0,Silver,0,208,0,0,11.98,89.07,-2.329,1
65+_North America_Leisure_Medium,65+,North America,Leisure,Medium,-3.24,0,0,0,0,-14.22,-0.79,-1.867,-51.12,79.84,49.83,4,2,2,56.25,694,0,Bronze,1,297,0,1,100.0,68.38,-0.985,1
56-65_Asia-Pacific_Leisure_Medium,56-65,Asia-Pacific,Leisure,Medium,4.59,0,2,7,11,7.37,0.66,-0.989,-12.05,51.92,24.85,0,0,3,18.0,81,9,Platinum,0,28,0,5,7.46,100.0,-0.626,0
18-25_Latin America_Business_Medium,18-25,Latin America,Business,Medium,2.44,2,1,10,13,6.46,34.34,0.499,10.0,16.81,18.81,0,1,2,51.02,2,5,Silver,0,1,0,4,25.64,12.12,0.435,0
65+_Latin America_Leisure_High,65+,Latin America,Leisure,High,-23.19,0,1,1,4,-6.47,-3.11,0.082,10.0,45.5,39.2,0,2,5,20.53,88,10,Silver,0,29,0,11,51.76,26.55,1.171,0
36-45_Asia-Pacific_Business_Medium,36-45,Asia-Pacific,Business,Medium,-34.01,0,0,1,1,-22.26,0.15,-1.492,-6.48,31.85,47.85,1,0,12,6.18,447,1,Silver,0,81,0,1,29.36,64.94,-0.646,1
46-55_North America_Leisure_Medium,46-55,North America,Leisure,Medium,-25.42,0,0,1,1,-27.41,-10.04,-1.084,-65.35,64.94,28.93,5,0,2,24.43,361,0,Bronze,0,132,1,0,83.68,38.8,-2.035,1
36-45_North America_Mixed_Medium,36-45,North America,Mixed,Medium,-1.74,0,1,1,1,20.0,10.57,0.577,10.0,70.51,16.66,0,0,2,42.36,53,9,Bronze,1,7,1,7,5.0,7.51,-0.423,0
26-35_Middle East_Leisure_Medium,26-35,Middle East,Leisure,Medium,0.69,2,2,3,5,5.29,6.91,1.0,-19.61,54.53,23.12,2,0,2,19.91,71,3,Gold,0,11,3,5,36.94,46.02,0.875,0
65+_Asia-Pacific_Leisure_High,65+,Asia-Pacific,Leisure,High,-44.98,1,2,5,11,20.0,7.0,0.216,3.59,15.15,14.03,0,0,3,14.89,69,4,Gold,0,24,1,9,4.21,4.4,-0.391,0
65+_Asia-Pacific_Business_Medium,65+,Asia-Pacific,Business,Medium,-0.75,0,0,0,1,14.8,59.03,-1.12,-52.73,18.62,39.67,1,0,3,14.49,339,0,Bronze,1,156,0,1,26.9,69.54,-1.179,1
46-55_Europe_Business_Medium,46-55,Europe,Business,Medium,-16.12,0,0,1,2,-18.36,-31.03,-1.687,-46.45,32.57,21.6,0,0,3,21.22,730,0,Bronze,1,209,0,0,6.48,64.13,-1.98,1
46-55_Asia-Pacific_Business_Medium,46-55,Asia-Pacific,Business,Medium,-23.25,2,4,15,19,-1.11,-14.03,-0.333,1.83,25.95,15.82,0,0,1,30.22,68,4,Platinum,0,17,1,4,4.75,15.23,1.188,0
65+_Middle East_Leisure_High,65+,Middle East,Leisure,High,-14.34,0,0,0,0,-31.21,-62.05,-0.916,9.16,44.85,31.93,1,0,4,13.9,187,0,Silver,0,248,2,0,24.58,82.09,-1.795,1
26-35_Europe_Business_Medium,26-35,Europe,Business,Medium,-4.16,0,1,0,0,-21.14,-33.72,-1.836,-16.91,76.17,32.51,0,0,4,19.78,241,0,Bronze,0,331,0,0,9.75,85.71,-1.893,1
46-55_North America_Business_Medium,46-55,North America,Business,Medium,-6.39,1,2,2,4,12.16,-19.94,-0.278,-14.28,24.48,11.73,0,0,1,9.53,81,2,Bronze,0,4,0,8,3.52,48.33,-1.052,0
18-25_Asia-Pacific_Leisure_Medium,18-25,Asia-Pacific,Leisure,Medium,-38.57,1,0,0,1,-45.75,2.16,-1.156,-63.91,43.61,28.86,0,0,3,20.71,445,0,Bronze,0,139,2,3,8.66,30.48,-1.414,1
65+_Latin America_Leisure_Low,65+,Latin America,Leisure,Low,16.76,0,0,1,1,-63.94,-52.64,-0.825,-17.01,28.09,29.78,0,1,2,2.89,617,0,Gold,0,66,4,1,28.93,21.47,-1.439,1
36-45_Europe_Leisure_Medium,36-45,Europe,Leisure,Medium,4.69,0,3,3,4,-28.93,12.55,0.114,0.05,50.79,47.96,0,0,5,5.23,71,6,Gold,0,24,1,8,14.39,12.87,0.264,0
36-45_Europe_Leisure_Medium,36-45,Europe,Leisure,Medium,-2.72,0,0,0,0,-2.9,-16.36,-1.091,-15.84,73.62,26.69,0,0,1,4.76,195,0,Silver,0,144,0,3,8.01,69.43,-1.333,1
26-35_North America_Business_Medium,26-35,North America,Business,Medium,-30.6,0,0,9,11,-18.46,-30.81,0.193,-14.53,20.03,34.77,2,0,2,24.74,50,9,Silver,0,6,0,3,40.43,13.75,0.278,0
18-25_Europe_Business_Low,18-25,Europe,Business,Low,-17.36,0,0,1,3,-33.63,-18.25,-0.881,-38.02,32.52,46.42,0,0,0,50.8,364,1,Bronze,0,137,0,2,13.93,5.98,-0.136,1
46-55_North America_Leisure_Medium,46-55,North America,Leisure,Medium,-6.0,1,1,9,11,10.83,20.88,-0.216,-18.83,20.16,34.31,0,2,1,43.24,32,8,Platinum,0,10,0,10,50.29,82.23,0.593,0
65+_Asia-Pacific_Business_Medium,65+,Asia-Pacific,Business,Medium,6.61,0,3,10,14,20.0,-17.78,0.673,5.2,57.61,46.32,0,0,1,19.47,18,10,Gold,0,18,0,4,13.9,1.97,-0.279,0
36-45_Europe_Business_Low,36-45,Europe,Business,Low,11.2,2,6,15,22,16.72,-23.21,-0.542,10.0,67.14,46.6,0,0,3,16.33,3,4,Platinum,0,9,1,7,13.98,31.33,0.198,0
36-45_Asia-Pacific_Leisure_Medium,36-45,Asia-Pacific,Leisure,Medium,30.0,0,0,3,4,-34.73,15.41,-0.105,-19.75,40.46,10.66,2,0,0,37.02,9,4,Bronze,0,18,0,6,33.2,60.65,0.595,0
36-45_North America_Leisure_Low,36-45,North America,Leisure,Low,-2.74,2,4,5,12,-1.15,2.32,-0.778,10.0,43.77,0.0,0,0,12,46.41,0,5,Platinum,0,27,0,9,0.0,44.31,-1.635,0
36-45_North America_Business_High,36-45,North America,Business,High,-14.8,0,0,0,1,-8.12,-12.63,-0.731,-53.22,61.64,1.8,6,0,1,6.31,642,0,Bronze,0,62,6,1,90.54,62.99,-0.89,1
56-65_Asia-Pacific_Business_High,56-65,Asia-Pacific,Business,High,6.26,0,0,1,2,7.5,-24.01,-1.391,-60.21,59.62,36.57,0,0,2,27.96,635,0,Bronze,1,304,4,1,10.97,60.82,-0.95,1
26-35_Asia-Pacific_Leisure_High,26-35,Asia-Pacific,Leisure,High,-19.84,0,1,1,2,-41.93,12.59,-0.341,-0.25,66.04,41.57,2,0,0,15.57,66,11,Bronze,0,1,0,7,42.47,29.61,-0.71,0
46-55_Europe_Business_Medium,46-55,Europe,Business,Medium,0.36,0,1,3,3,-45.08,-26.14,-0.265,-30.92,77.25,41.42,0,0,2,13.97,75,12,Bronze,0,20,0,8,12.43,62.65,-0.12,0
65+_Middle East_Business_Medium,65+,Middle East,Business,Medium,27.22,2,3,5,6,-72.67,-12.23,0.74,-13.63,10.32,17.11,0,0,1,6.7,15,2,Silver,0,3,0,4,5.13,45.82,1.446,0
65+_North America_Leisure_Medium,65+,North America,Leisure,Medium,-9.6,0,0,1,3,-31.57,4.51,-0.312,-20.47,34.22,12.58,7,4,4,13.47,436,1,Bronze,1,222,0,1,100.0,53.95,-1.671,1
65+_Europe_Business_High,65+,Europe,Business,High,-14.48,0,1,0,1,-28.3,-10.83,-0.745,-55.66,84.58,54.32,0,0,1,16.59,533,0,Bronze,0,107,0,1,16.29,3.64,-0.477,1
46-55_Asia-Pacific_Business_High,46-55,Asia-Pacific,Business,High,-25.84,0,1,2,2,-22.17,-32.26,-1.011,-70.06,39.74,0.16,1,0,1,18.99,561,0,Gold,1,262,0,0,15.05,29.8,-1.342,1
26-35_Middle East_Leisure_Medium,26-35,Middle East,Leisure,Medium,-2.8,1,2,2,4,10.38,-54.11,-0.479,-6.49,55.02,58.72,0,0,11,26.01,24,11,Silver,0,7,0,5,17.62,44.87,0.302,0
18-25_Europe_Leisure_Medium,18-25,Europe,Leisure,Medium,-27.46,0,1,1,2,-14.65,-4.19,-0.611,-49.31,56.58,64.63,0,0,2,38.84,706,0,Bronze,0,194,0,0,19.39,68.44,-2.451,1
26-35_Europe_Leisure_Low,26-35,Europe,Leisure,Low,-21.54,0,0,5,6,-29.3,-12.3,0.732,-5.25,20.27,34.94,0,3,1,18.6,79,8,Bronze,0,9,0,9,70.48,23.37,0.441,0
36-45_Asia-Pacific_Leisure_Medium,36-45,Asia-Pacific,Leisure,Medium,-25.21,0,0,0,3,-22.59,6.9,-1.58,1.44,24.74,29.95,0,0,6,33.16,240,0,Bronze,0,263,0,2,8.99,54.33,-0.842,1
36-45_Europe_Leisure_High,36-45,Europe,Leisure,High,10.76,0,1,1,2,6.68,-42.46,-0.967,-28.06,20.82,19.83,0,0,2,10.37,668,0,Platinum,0,328,1,0,5.95,66.79,-1.94,1
26-35_Asia-Pacific_Leisure_High,26-35,Asia-Pacific,Leisure,High,-7.42,0,0,0,1,-32.34,-23.49,-0.448,-80.45,67.71,42.01,1,0,4,11.09,535,0,Silver,1,127,3,0,27.6,82.92,-1.32,1
26-35_North America_Mixed_High,26-35,North America,Mixed,High,15.46,0,0,3,3,-47.69,7.09,-0.362,3.76,59.62,29.12,0,1,5,71.37,20,3,Bronze,1,2,0,4,28.74,9.64,0.19,0
46-55_Middle East_Leisure_Medium,46-55,Middle East,Leisure,Medium,-1.76,0,3,1,2,-7.37,-11.13,-0.242,-28.63,9.05,30.08,0,0,0,3.22,88,8,Bronze,0,9,0,8,9.02,71.61,2.0,0
46-55_Europe_Business_High,46-55,Europe,Business,High,-11.79,0,0,0,1,-17.62,0.45,0.093,-35.4,63.57,30.48,0,0,8,62.99,25,12,Bronze,0,3,0,2,9.14,19.91,0.265,0
56-65_Latin America_Leisure_High,56-65,Latin America,Leisure,High,4.29,0,0,0,1,-13.85,28.05,-1.548,-13.82,84.7,19.17,1,0,1,24.4,242,1,Gold,0,180,1,1,20.75,63.4,-1.303,1
65+_Europe_Mixed_High,65+,Europe,Mixed,High,4.63,0,0,1,0,-23.75,-12.62,-1.441,-21.64,63.06,13.53,1,0,3,22.33,354,0,Platinum,1,149,0,0,19.06,100.0,-2.551,1
56-65_Middle East_Mixed_Medium,56-65,Middle East,Mixed,Medium,12.98,0,1,0,1,-31.19,-6.92,-1.481,-44.49,68.75,30.91,1,0,2,52.45,660,0,Bronze,1,104,0,3,24.27,71.26,-2.862,1
65+_Europe_Business_Medium,65+,Europe,Business,Medium,-18.25,0,0,1,0,-37.59,-4.17,-1.132,-41.36,16.11,32.38,1,0,2,24.84,306,0,Bronze,0,154,0,2,24.71,75.32,-0.928,1
36-45_North America_Mixed_Medium,36-45,North America,Mixed,Medium,-4.76,0,1,2,0,-19.23,-47.71,-0.568,-27.94,18.12,50.93,0,0,1,7.81,600,0,Bronze,1,84,0,0,15.28,58.94,-1.942,1
56-65_North America_Leisure_Medium,56-65,North America,Leisure,Medium,-22.38,0,1,0,1,-43.25,-12.16,-1.555,-61.9,26.81,28.67,0,0,3,13.49,646,0,Gold,0,83,0,0,8.6,97.16,-1.495,1
56-65_Middle East_Business_Medium,56-65,Middle East,Business,Medium,-1.35,1,2,15,19,-16.98,10.57,-0.471,-0.77,33.55,37.98,0,0,2,6.44,76,5,Gold,0,12,0,5,11.39,72.45,0.81,0
18-25_Europe_Mixed_Medium,18-25,Europe,Mixed,Medium,-45.46,0,0,1,3,-4.63,-21.68,-0.688,-22.33,65.12,31.39,0,0,1,7.74,680,1,Silver,0,69,0,2,9.42,62.12,-0.632,1
26-35_Europe_Mixed_High,26-35,Europe,Mixed,High,-19.89,0,1,0,2,13.54,-3.36,-1.149,-41.19,43.43,18.92,0,0,2,40.11,550,0,Platinum,0,168,0,1,5.68,100.0,-2.021,1
46-55_North America_Leisure_Medium,46-55,North America,Leisure,Medium,-16.38,0,0,2,3,-33.74,5.78,0.93,3.54,53.73,52.46,0,0,2,15.61,77,3,Bronze,0,27,4,4,15.74,39.19,-1.192,0
56-65_Latin America_Mixed_High,56-65,Latin America,Mixed,High,-5.29,0,0,1,2,-29.36,-25.52,0.066,-1.96,51.9,12.35,0,0,3,92.48,4,5,Silver,0,3,0,8,3.7,14.65,-0.461,0
46-55_North America_Leisure_Medium,46-55,North America,Leisure,Medium,10.41,0,3,4,7,16.11,16.77,-0.729,-19.58,56.98,22.22,0,1,1,15.64,8,9,Platinum,0,10,0,11,26.67,38.08,0.503,0
65+_North America_Leisure_Medium,65+,North America,Leisure,Medium,-31.13,0,1,2,0,-33.57,-16.44,-0.585,-2.19,60.7,9.14,0,1,2,14.97,287,1,Gold,1,139,0,1,22.74,16.27,-1.469,1
56-65_Latin America_Mixed_Low,56-65,Latin America,Mixed,Low,7.76,1,0,3,4,3.46,-1.24,0.474,8.21,24.77,42.13,2,0,5,54.89,9,8,Silver,0,16,0,8,42.64,64.12,0.963,0
65+_Latin America_Mixed_Medium,65+,Latin America,Mixed,Medium,0.05,0,0,0,2,-42.23,27.48,-0.71,-1.64,4.19,47.74,1,0,1,50.92,596,0,Bronze,0,282,0,1,29.32,40.64,-1.589,1
56-65_North America_Business_High,56-65,North America,Business,High,1.21,0,0,1,1,9.5,-34.53,-1.768,-18.18,32.93,4.99,0,0,1,18.48,373,0,Platinum,0,361,1,2,1.5,56.83,-1.057,1
36-45_Middle East_Business_Medium,36-45,Middle East,Business,Medium,-9.17,0,0,1,0,-35.96,-25.21,-0.746,10.0,39.98,2.06,0,2,2,17.85,194,0,Silver,1,286,0,0,40.62,48.64,-3.0,1
18-25_North America_Business_Medium,18-25,North America,Business,Medium,5.8,1,2,2,2,6.46,4.13,-0.126,-15.7,38.38,49.69,0,0,0,46.39,47,10,Bronze,0,6,0,5,14.91,31.39,-1.044,0
65+_North America_Leisure_Medium,65+,North America,Leisure,Medium,-7.77,0,0,0,0,5.31,-28.71,-0.438,-50.36,46.38,41.06,0,0,1,14.15,444,0,Silver,0,177,1,0,12.32,32.27,-1.946,1
26-35_Middle East_Leisure_High,26-35,Middle East,Leisure,High,-18.37,0,1,4,6,20.0,-13.26,-0.271,10.0,43.51,12.97,0,0,1,34.44,28,10,Bronze,1,2,0,5,3.89,68.82,0.058,0
26-35_Middle East_Mixed_Low,26-35,Middle East,Mixed,Low,-7.99,1,2,4,5,20.0,-15.52,0.125,5.86,43.17,35.71,0,0,3,63.81,24,5,Silver,0,8,0,8,10.71,20.85,0.562,0
36-45_Europe_Leisure_High,36-45,Europe,Leisure,High,-3.31,0,2,1,1,5.49,-0.2,-0.158,-32.71,42.76,11.88,0,0,2,4.96,72,10,Bronze,0,27,0,10,3.56,46.96,-0.156,0
36-45_North America_Leisure_Medium,36-45,North America,Leisure,Medium,-20.56,0,1,3,6,-26.58,-16.63,-0.218,-40.78,24.86,17.41,0,0,4,39.26,59,11,Silver,0,10,0,7,5.22,56.18,2.0,0
26-35_North America_Mixed_High,26-35,North America,Mixed,High,-41.45,0,0,3,4,20.0,-2.14,-0.625,-7.76,39.07,44.16,0,0,8,50.9,71,8,Silver,0,12,2,1,13.25,10.34,1.048,0
65+_Middle East_Business_Medium,65+,Middle East,Business,Medium,4.97,0,0,1,4,-34.06,-14.19,0.1,5.35,17.46,17.7,0,0,2,31.2,22,2,Silver,0,12,1,5,5.31,42.05,1.13,0
26-35_Latin America_Leisure_Medium,26-35,Latin America,Leisure,Medium,-16.33,0,0,2,3,-2.13,-34.11,-1.291,-8.91,18.27,46.88,0,1,3,25.02,246,0,Bronze,1,365,1,1,34.06,72.67,-1.608,1
18-25_Europe_Leisure_Medium,18-25,Europe,Leisure,Medium,-43.23,0,0,0,3,-43.46,14.63,0.137,-12.56,74.19,9.75,0,4,4,27.15,449,0,Silver,0,286,0,1,82.93,55.84,-0.841,1
56-65_Middle East_Leisure_Low,56-65,Middle East,Leisure,Low,-3.23,1,2,5,6,-43.58,-19.29,-0.724,-1.06,47.65,1.89,4,0,4,8.63,57,8,Silver,0,13,0,3,60.57,70.58,-0.647,0
18-25_North America_Leisure_High,18-25,North America,Leisure,High,-7.44,1,0,4,6,-21.03,-10.85,1.0,-11.63,61.32,25.88,0,0,0,84.59,26,7,Bronze,0,20,0,7,7.76,3.74,0.403,0
26-35_Asia-Pacific_Leisure_Medium,26-35,Asia-Pacific,Leisure,Medium,-25.36,0,0,0,0,-20.63,-27.23,-1.139,-2.85,41.41,54.18,0,0,3,7.47,229,1,Bronze,0,274,1,2,16.25,4.27,-3.0,1
56-65_North America_Business_Medium,56-65,North America,Business,Medium,-14.8,2,4,14,16,-6.72,-6.82,0.541,10.0,83.94,6.98,0,0,0,12.95,75,6,Gold,0,29,0,8,2.09,20.05,0.359,0
26-35_Asia-Pacific_Business_Medium,26-35,Asia-Pacific,Business,Medium,9.51,0,0,2,0,-3.15,-16.86,-1.489,-37.65,75.15,24.35,5,0,2,7.22,473,0,Bronze,0,110,3,0,82.3,48.14,-2.135,1
18-25_Europe_Leisure_High,18-25,Europe,Leisure,High,-28.57,1,0,1,2,-14.23,-5.99,0.259,-49.28,83.61,22.58,0,0,3,13.56,49,6,Bronze,0,2,0,5,6.77,10.69,2.0,0
18-25_Latin America_Business_High,18-25,Latin America,Business,High,-13.21,0,4,4,7,-24.29,-10.93,0.086,-27.39,41.18,21.78,0,5,1,5.24,32,7,Silver,0,23,1,7,100.0,35.13,0.055,0
65+_Europe_Business_High,65+,Europe,Business,High,1.52,0,0,2,0,-36.92,-36.62,-1.042,-37.96,62.06,8.55,0,0,0,29.28,347,0,Bronze,0,208,6,1,2.56,56.29,-0.919,1
65+_Europe_Business_Medium,65+,Europe,Business,Medium,-27.97,1,5,13,15,3.21,-13.02,1.0,-52.74,65.72,42.48,0,0,2,14.34,26,3,Gold,0,15,0,10,12.74,28.83,0.344,0
18-25_Middle East_Business_High,18-25,Middle East,Business,High,22.4,1,2,4,6,-4.5,-12.79,0.37,-74.53,63.9,45.03,1,0,2,6.6,58,6,Silver,0,27,0,2,28.51,21.89,0.082,0
56-65_Europe_Leisure_Medium,56-65,Europe,Leisure,Medium,7.91,0,2,1,0,-12.79,-5.54,-1.054,-57.54,47.27,49.31,1,0,2,19.24,283,1,Gold,0,147,2,3,29.79,48.87,-1.956,1
65+_North America_Leisure_Low,65+,North America,Leisure,Low,20.66,0,0,2,0,-14.84,-45.95,-1.173,9.82,90.49,35.46,0,0,4,19.43,454,0,Gold,0,310,1,3,10.64,76.91,-0.75,1
65+_Asia-Pacific_Leisure_Medium,65+,Asia-Pacific,Leisure,Medium,-5.34,0,1,1,1,-59.37,2.67,-0.962,-57.78,68.64,22.44,0,0,4,14.21,598,0,Gold,0,200,0,0,6.73,100.0,-0.68,1
